City,SKU,January,February,March,April,May,June,July,August,September,October,November,December,Annual Demand
Houston,DR017,727,350,750,936,958,875,918,1107,1024,478,583,559,9265
Houston,DR021,522,304,496,784,1152,1398,1754,1718,907,490,427,517,10469
Houston,DR063,446,338,760,1158,917,1512,1165,1495,806,391,662,666,10316
Houston,DR086,493,613,667,1226,722,1855,1359,1738,1186,745,322,534,11460
Houston,HA023,154,219,202,880,274,300,107,173,30,107,228,219,2893
Houston,HA024,1110,719,1003,1159,947,893,938,924,730,789,1176,840,11228
Houston,HA030,946,1055,860,873,891,969,892,1014,876,1105,1126,910,11517
Houston,HA035,1000,909,915,816,1145,752,860,872,980,734,1092,1010,11085
Houston,JA005,176,159,111,396,348,353,432,938,137,59,184,267,3560
Houston,JA018,215,200,78,348,351,538,488,1073,101,185,159,162,3898
Houston,JA032,137,184,149,312,397,390,314,842,99,232,232,158,3446
Houston,JA037,161,188,140,472,484,445,504,752,151,180,118,181,3776
Houston,JA084,167,152,140,340,333,457,420,977,141,153,155,173,3608
Houston,JE011,833,1067,769,760,952,841,778,872,943,924,967,898,10604
Houston,JE012,993,873,973,781,736,1071,923,970,1104,1004,1027,972,11427
Houston,JE041,1082,1032,743,796,1149,1137,824,806,747,965,1044,952,11277
Houston,JE067,1011,796,845,1033,872,1074,1013,1059,823,1069,861,961,11417
Houston,JE087,822,943,726,879,1097,1192,1130,819,798,1035,1009,928,11378
Houston,SH001,941,1069,1142,871,763,1054,867,886,842,769,828,1150,11182
Houston,SH004,414,314,342,1184,1523,1330,1300,1320,836,455,463,444,9925
Houston,SH010,859,783,687,954,1075,1013,881,1076,1113,1032,1028,855,11356
Houston,SH027,364,491,546,1034,1379,1646,1733,1206,1010,470,430,432,10741
Houston,SH031,176,112,160,747,1120,1814,1646,1493,1052,101,150,114,8685
Houston,SH033,168,213,114,262,184,149,315,107,24,151,153,231,2071
Houston,SH055,297,457,443,941,1115,1335,1535,1547,1049,434,428,454,10035
Houston,SH074,330,336,359,1069,1153,1485,1436,1284,856,463,430,423,9624
Houston,SH075,348,404,310,1151,1556,1251,1752,1291,868,454,421,442,10248
Houston,SH098,1050,1169,1168,976,930,990,1198,1070,925,855,1011,776,12118
Houston,SK003,891,1167,1026,1120,1108,780,1001,1023,1007,912,1064,913,12012
Houston,SK015,989,867,958,852,752,1114,861,1091,1048,763,1080,993,11368
Houston,SK092,714,1068,864,1087,944,993,1096,1023,998,918,921,1201,11827
Houston,SW002,156,129,153,950,932,290,124,105,88,212,171,201,3511
Houston,SW007,149,177,188,949,1117,234,187,297,113,234,186,166,3997
Houston,SW029,195,141,171,763,966,263,109,205,95,181,185,188,3462
Houston,SW036,206,180,258,1109,829,280,120,131,155,139,169,179,3755
Houston,SW061,105,186,199,1055,1124,196,201,129,110,171,179,167,3822
Houston,T-006,827,777,1144,1132,916,1003,1036,1050,1052,456,916,894,11203
Houston,T-009,894,1111,921,1135,987,846,1180,906,758,357,902,848,10845
Houston,T-022,914,748,1017,749,1028,995,977,965,823,844,1056,777,10893
Houston,T-025,1111,915,1059,957,939,780,761,979,962,839,1141,773,11216
Houston,T-054,696,901,1139,958,1033,844,1068,936,806,947,1027,762,11117
Indianapolis,AC014,148,136,183,662,424,593,661,524,454,332,191,130,4438
Indianapolis,AC016,322,319,399,318,437,344,440,346,262,410,405,290,4292
Indianapolis,AC043,353,375,375,340,464,345,425,469,346,358,292,395,4537
Indianapolis,AC056,522,666,415,107,125,8,67,66,327,322,696,500,3821
Indianapolis,DR017,284,145,271,345,399,368,307,418,374,188,238,209,3546
Indianapolis,DR021,190,108,193,315,419,515,645,643,387,173,144,185,3917
Indianapolis,DR063,152,118,260,442,340,612,471,594,334,148,270,259,4000
Indianapolis,DR086,182,257,268,433,292,707,525,719,442,291,123,219,4458
Indianapolis,HA023,521,551,650,341,110,126,45,71,102,324,623,623,4087
Indianapolis,HA024,477,294,438,417,372,326,371,387,317,290,419,337,4445
Indianapolis,HA030,353,419,326,307,358,357,349,357,347,391,458,326,4348
Indianapolis,HA035,360,344,379,327,490,291,317,346,386,275,426,387,4328
Indianapolis,JA005,534,541,315,155,127,133,181,359,463,171,540,772,4291
Indianapolis,JA018,598,785,267,141,123,193,179,441,276,698,519,433,4653
Indianapolis,JA032,541,587,409,133,160,161,118,305,291,720,716,658,4799
Indianapolis,JA037,494,583,473,187,187,167,173,298,401,636,486,618,4703
Indianapolis,JA084,506,530,378,141,135,169,168,395,400,551,467,505,4345
Indianapolis,JE011,325,433,288,292,325,326,296,387,332,379,346,331,4060
Indianapolis,JE012,373,319,376,309,291,437,358,342,427,376,400,399,4407
Indianapolis,JE041,400,363,270,319,398,435,317,318,302,429,430,382,4363
Indianapolis,JE067,420,327,322,359,338,470,397,381,336,438,331,426,4545
Indianapolis,JE087,325,362,288,332,410,454,413,325,322,408,398,361,4398
Indianapolis,SH001,396,431,416,330,306,395,320,369,330,323,317,431,4364
Indianapolis,SH004,154,126,120,419,588,516,542,494,294,184,163,176,3776
Indianapolis,SH010,323,274,276,319,470,381,364,404,493,338,381,351,4374
Indianapolis,SH027,150,201,211,364,550,677,617,512,393,171,158,163,4167
Indianapolis,SH031,57,39,73,288,450,636,602,551,394,35,55,46,3226
Indianapolis,SH033,566,712,325,103,74,54,122,44,79,380,555,674,3688
Indianapolis,SH055,128,179,163,391,435,481,589,623,440,173,169,175,3946
Indianapolis,SH074,120,145,139,382,468,568,547,450,343,179,174,163,3678
Indianapolis,SH075,124,163,126,442,663,417,649,507,357,163,144,173,3928
Indianapolis,SH098,351,415,409,382,303,368,462,372,338,328,426,294,4448
Indianapolis,SK003,348,416,368,471,390,331,376,390,389,307,428,356,4570
Indianapolis,SK015,358,352,370,322,266,441,343,425,429,338,402,380,4426
Indianapolis,SK092,248,373,299,423,388,436,421,422,392,363,405,449,4619
Indianapolis,SW002,480,461,464,369,358,109,45,42,282,549,593,555,4307
Indianapolis,SW007,448,600,507,355,415,91,67,110,379,522,467,579,4540
Indianapolis,SW029,563,522,540,282,383,101,40,81,337,542,488,699,4578
Indianapolis,SW036,583,482,657,380,328,108,49,44,448,540,434,618,4671
Indianapolis,SW061,452,523,601,404,445,69,73,47,395,556,540,568,4673
Indianapolis,T-006,332,318,419,438,316,409,426,450,455,197,353,343,4456
Indianapolis,T-009,325,469,376,422,366,276,472,318,281,139,364,286,4094
Indianapolis,T-022,344,305,394,282,414,357,409,347,329,322,428,319,4250
Indianapolis,T-025,425,385,454,372,339,309,282,399,375,319,456,292,4407
Indianapolis,T-054,284,328,439,391,376,346,368,362,293,333,417,310,4247
Jacksonville,AC014,181,193,218,802,515,850,823,697,471,425,223,180,5578
Jacksonville,AC016,446,409,536,433,503,408,516,395,368,535,523,340,5412
Jacksonville,AC043,440,515,519,380,638,454,557,540,466,457,408,463,5837
Jacksonville,AC056,87,110,58,159,152,11,80,85,43,45,108,76,1014
Jacksonville,DR017,353,169,384,391,464,414,473,513,511,205,312,278,4467
Jacksonville,DR021,250,164,239,359,516,632,854,794,466,224,199,232,4929
Jacksonville,DR063,210,169,348,515,466,757,578,746,417,184,329,334,5053
Jacksonville,DR086,214,285,313,532,344,782,682,870,501,356,148,245,5272
Jacksonville,HA023,88,103,106,413,129,146,51,93,10,64,98,108,1409
Jacksonville,HA024,536,359,455,584,463,382,477,443,366,411,556,419,5451
Jacksonville,HA030,466,510,419,380,474,420,445,452,393,510,561,402,5432
Jacksonville,HA035,464,414,426,402,546,373,414,405,511,385,530,524,5394
Jacksonville,JA005,87,77,52,186,163,159,225,430,65,25,94,111,1674
Jacksonville,JA018,100,92,47,183,156,227,241,551,54,114,83,49,1897
Jacksonville,JA032,86,104,86,162,191,181,138,411,53,115,109,80,1716
Jacksonville,JA037,62,91,60,230,246,219,225,391,67,97,87,92,1867
Jacksonville,JA084,60,80,82,170,162,197,180,487,66,98,60,94,1736
Jacksonville,JE011,437,515,340,388,441,383,384,405,480,475,451,449,5148
Jacksonville,JE012,486,402,470,356,327,491,415,434,521,513,511,464,5390
Jacksonville,JE041,514,476,343,403,564,587,412,372,380,517,470,494,5532
Jacksonville,JE067,477,402,415,463,406,519,504,480,402,513,407,501,5489
Jacksonville,JE087,416,491,351,421,531,592,576,409,406,486,464,488,5631
Jacksonville,SH001,476,528,600,408,388,490,413,445,394,399,437,557,5535
Jacksonville,SH004,190,150,153,521,646,670,677,613,369,227,218,209,4643
Jacksonville,SH010,435,338,368,453,535,557,396,525,512,471,549,367,5506
Jacksonville,SH027,168,239,251,531,697,842,805,643,471,211,203,210,5271
Jacksonville,SH031,77,51,78,363,568,794,855,793,518,49,78,57,4281
Jacksonville,SH033,111,106,54,119,94,71,147,49,14,60,99,79,1003
Jacksonville,SH055,142,215,228,467,522,667,798,766,544,241,220,198,5008
Jacksonville,SH074,152,158,174,499,552,723,718,596,406,212,220,235,4645
Jacksonville,SH075,169,203,152,590,836,497,791,669,420,201,207,209,4944
Jacksonville,SH098,488,517,556,476,447,488,595,529,467,400,514,379,5856
Jacksonville,SK003,440,487,430,574,554,394,539,507,506,396,537,519,5883
Jacksonville,SK015,419,438,443,420,336,528,455,526,480,380,554,502,5481
Jacksonville,SK092,336,538,404,507,514,508,525,536,485,444,492,553,5842
Jacksonville,SW002,89,81,79,472,496,131,60,52,40,102,93,95,1790
Jacksonville,SW007,75,108,98,490,503,115,87,141,48,101,53,64,1883
Jacksonville,SW029,89,103,61,407,453,130,53,103,47,102,65,99,1712
Jacksonville,SW036,99,69,148,506,441,140,60,61,57,80,71,91,1823
Jacksonville,SW061,63,77,101,506,608,92,107,64,71,109,80,99,1977
Jacksonville,T-006,396,390,517,512,487,490,508,553,529,225,443,449,5499
Jacksonville,T-009,443,532,383,528,445,356,556,421,380,182,390,364,4980
Jacksonville,T-022,426,371,501,366,546,452,477,477,389,401,487,349,5242
Jacksonville,T-025,580,412,542,465,433,340,359,474,471,426,554,354,5410
Jacksonville,T-054,335,419,546,474,516,409,527,492,411,478,526,379,5512
Kansas City,AC014,26,24,32,107,85,132,114,91,75,62,30,25,803
Kansas City,AC016,57,61,83,58,72,69,81,61,54,70,62,55,783
Kansas City,AC043,60,71,82,60,97,66,75,73,58,54,52,77,825
Kansas City,AC056,95,130,66,24,22,1,11,10,63,63,102,103,690
Kansas City,DR017,54,28,49,60,63,57,62,76,72,29,49,34,633
Kansas City,DR021,36,19,39,56,84,83,118,107,62,34,24,32,694
Kansas City,DR063,34,21,48,78,52,113,76,107,57,23,48,40,697
Kansas City,DR086,33,40,44,74,57,117,96,113,80,57,24,34,769
Kansas City,HA023,90,111,118,66,18,21,8,13,20,59,116,116,756
Kansas City,HA024,85,47,69,78,54,68,74,58,49,62,88,56,788
Kansas City,HA030,73,61,66,62,66,61,66,64,56,72,79,60,786
Kansas City,HA035,64,58,67,64,78,47,61,62,66,51,78,63,759
Kansas City,JA005,84,98,65,28,22,20,30,57,73,33,88,155,753
Kansas City,JA018,126,118,56,24,25,41,31,83,58,118,78,82,840
Kansas City,JA032,90,91,75,23,30,28,20,63,48,125,126,98,817
Kansas City,JA037,76,93,64,32,36,36,30,54,90,115,97,119,842
Kansas City,JA084,95,94,65,23,25,33,33,68,85,107,85,91,804
Kansas City,JE011,67,83,49,54,66,48,60,70,75,72,67,62,773
Kansas City,JE012,65,55,77,58,46,71,62,68,81,78,72,65,798
Kansas City,JE041,65,72,58,51,75,83,52,54,51,78,71,74,784
Kansas City,JE067,62,64,59,61,53,65,68,65,51,65,61,75,749
Kansas City,JE087,57,78,47,52,69,78,83,63,60,63,60,71,781
Kansas City,SH001,78,86,70,56,54,67,63,55,64,52,54,77,776
Kansas City,SH004,26,25,25,90,98,87,90,90,46,33,33,35,678
Kansas City,SH010,55,46,49,70,65,85,65,81,67,70,65,52,770
Kansas City,SH027,22,31,36,73,99,122,118,96,60,28,34,34,753
Kansas City,SH031,10,7,12,44,88,128,109,106,74,7,9,8,602
Kansas City,SH033,100,109,64,16,14,10,22,8,14,64,85,121,627
Kansas City,SH055,22,28,34,70,79,87,103,94,69,28,31,33,678
Kansas City,SH074,23,23,23,71,74,106,94,74,60,29,30,28,635
Kansas City,SH075,24,26,21,85,106,79,132,96,67,27,27,30,720
Kansas City,SH098,56,70,76,73,61,78,86,86,71,63,68,62,850
Kansas City,SK003,62,79,73,72,71,53,64,79,64,55,75,70,817
Kansas City,SK015,65,66,58,66,50,73,69,78,80,47,80,75,807
Kansas City,SK092,48,59,57,80,64,72,78,72,59,68,62,78,797
Kansas City,SW002,86,82,97,65,66,17,8,7,50,110,107,110,805
Kansas City,SW007,86,91,95,67,85,19,13,21,56,87,96,99,815
Kansas City,SW029,111,115,86,48,55,18,7,15,58,101,93,120,827
Kansas City,SW036,134,98,136,72,63,19,8,7,65,86,66,112,866
Kansas City,SW061,80,105,115,71,84,13,16,8,79,95,82,87,835
Kansas City,T-006,60,49,81,88,74,65,68,71,82,32,55,58,783
Kansas City,T-009,53,80,54,66,72,64,84,62,49,24,64,57,729
Kansas City,T-022,64,49,79,56,65,69,57,56,56,51,79,56,737
Kansas City,T-025,74,61,66,70,56,46,50,75,59,63,71,49,740
Kansas City,T-054,46,55,78,59,76,56,65,65,54,66,58,49,727
Las Vegas,AC014,65,66,93,286,185,252,290,276,208,163,82,64,2030
Las Vegas,AC016,134,132,165,142,174,146,165,146,124,163,186,111,1788
Las Vegas,AC043,156,159,176,137,236,180,159,199,142,138,107,169,1958
Las Vegas,AC056,24,48,30,53,53,3,33,27,11,10,41,26,359
Las Vegas,DR017,120,62,137,169,166,155,138,184,173,74,105,94,1577
Las Vegas,DR021,91,50,78,152,172,231,302,315,161,79,74,95,1800
Las Vegas,DR063,77,51,103,197,159,244,240,240,117,66,129,110,1733
Las Vegas,DR086,86,120,103,166,130,284,223,313,181,141,63,86,1896
Las Vegas,HA023,44,39,29,150,45,47,16,27,6,27,26,28,484
Las Vegas,HA024,171,125,165,180,163,167,165,133,127,126,180,148,1850
Las Vegas,HA030,138,156,149,149,167,134,144,169,143,204,183,146,1882
Las Vegas,HA035,159,155,168,156,174,120,128,133,159,124,181,156,1813
Las Vegas,JA005,27,16,17,62,55,48,76,134,27,9,20,35,526
Las Vegas,JA018,40,28,8,65,55,93,79,175,13,44,38,26,664
Las Vegas,JA032,24,41,24,50,64,68,53,128,10,35,38,42,577
Las Vegas,JA037,31,25,16,84,84,73,90,135,28,42,31,38,677
Las Vegas,JA084,31,30,19,64,61,67,64,183,19,33,21,26,618
Las Vegas,JE011,127,159,142,133,159,135,137,149,130,161,142,153,1727
Las Vegas,JE012,173,153,156,134,133,156,157,169,180,191,174,144,1920
Las Vegas,JE041,196,151,120,127,148,205,146,148,136,162,189,177,1905
Las Vegas,JE067,203,135,152,183,162,190,185,162,145,174,145,146,1982
Las Vegas,JE087,147,180,125,148,165,178,168,150,156,169,158,169,1913
Las Vegas,SH001,186,169,207,132,112,158,140,139,135,149,151,204,1882
Las Vegas,SH004,69,48,52,206,237,215,200,227,119,76,68,72,1589
Las Vegas,SH010,132,133,119,168,193,211,162,172,192,197,148,140,1967
Las Vegas,SH027,59,90,86,181,207,293,284,217,183,73,72,82,1827
Las Vegas,SH031,27,19,25,118,181,264,268,290,192,18,26,18,1446
Las Vegas,SH033,24,33,17,41,32,27,57,18,6,18,36,30,339
Las Vegas,SH055,58,73,71,153,195,225,270,244,166,71,76,84,1686
Las Vegas,SH074,58,55,56,151,227,282,280,234,155,78,76,67,1719
Las Vegas,SH075,58,63,57,211,233,176,281,221,133,76,85,72,1666
Las Vegas,SH098,176,179,200,161,144,186,182,151,164,145,189,125,2002
Las Vegas,SK003,162,186,187,182,214,129,200,189,177,149,182,136,2093
Las Vegas,SK015,146,132,151,139,135,170,140,190,187,151,177,155,1873
Las Vegas,SK092,119,185,146,188,166,196,191,181,192,143,162,172,2041
Las Vegas,SW002,17,20,33,164,180,43,22,16,14,21,26,24,580
Las Vegas,SW007,18,49,18,158,193,40,32,52,22,18,34,32,666
Las Vegas,SW029,30,43,27,128,154,44,16,32,16,16,32,33,571
Las Vegas,SW036,28,21,39,194,138,57,21,19,35,31,18,37,638
Las Vegas,SW061,23,32,23,195,184,33,35,22,23,43,33,23,669
Las Vegas,T-006,152,141,189,172,147,164,180,172,175,75,144,133,1844
Las Vegas,T-009,159,156,161,201,180,140,199,134,118,61,143,136,1788
Las Vegas,T-022,143,143,181,125,166,173,137,151,135,148,171,146,1819
Las Vegas,T-025,188,159,196,152,181,124,127,172,141,155,196,128,1919
Las Vegas,T-054,140,178,178,137,149,139,165,176,126,175,175,123,1861
Long Beach,AC014,98,92,111,341,274,363,410,333,258,209,96,83,2668
Long Beach,AC016,216,173,279,206,264,237,268,206,192,260,240,160,2701
Long Beach,AC043,186,275,255,210,297,262,234,266,217,210,204,241,2857
Long Beach,AC056,45,55,28,76,69,5,51,41,26,26,44,33,499
Long Beach,DR017,164,77,174,199,202,224,234,289,211,106,132,129,2141
Long Beach,DR021,112,71,103,175,267,293,414,375,189,114,111,126,2350
Long Beach,DR063,102,77,198,224,236,329,267,376,215,97,143,145,2409
Long Beach,DR086,113,164,167,255,171,409,307,390,269,166,84,134,2629
Long Beach,HA023,45,32,67,199,64,77,24,45,9,27,53,43,685
Long Beach,HA024,278,179,238,279,212,191,216,201,150,194,258,215,2611
Long Beach,HA030,240,266,217,207,194,226,194,232,191,218,281,197,2663
Long Beach,HA035,232,174,199,188,304,176,201,184,207,194,244,211,2514
Long Beach,JA005,49,46,25,83,80,78,97,227,23,13,30,80,831
Long Beach,JA018,46,89,21,79,76,107,113,258,21,54,42,45,951
Long Beach,JA032,44,40,35,67,103,82,76,181,34,53,68,24,807
Long Beach,JA037,33,45,25,119,109,113,104,187,24,50,38,42,889
Long Beach,JA084,29,49,29,80,84,105,107,203,27,27,33,27,800
Long Beach,JE011,188,205,173,169,246,185,185,194,221,189,210,220,2385
Long Beach,JE012,234,196,220,181,166,248,243,193,292,189,227,221,2610
Long Beach,JE041,231,242,166,187,273,266,176,202,168,205,246,262,2624
Long Beach,JE067,215,216,188,217,224,251,222,226,208,262,191,203,2623
Long Beach,JE087,213,247,168,210,270,265,278,163,190,230,217,210,2661
Long Beach,SH001,237,236,274,186,151,210,208,180,187,155,202,278,2504
Long Beach,SH004,101,71,70,264,331,333,321,308,189,115,99,98,2300
Long Beach,SH010,196,172,182,200,212,259,187,251,266,208,270,193,2596
Long Beach,SH027,84,123,122,269,356,400,362,291,196,106,111,88,2508
Long Beach,SH031,40,27,38,148,243,366,414,386,249,24,29,32,1996
Long Beach,SH033,46,47,21,65,38,33,84,28,5,27,49,32,475
Long Beach,SH055,73,106,89,214,241,288,374,365,225,109,96,118,2298
Long Beach,SH074,79,77,72,266,286,361,272,258,211,86,118,100,2186
Long Beach,SH075,74,113,72,249,404,290,368,318,187,86,106,99,2366
Long Beach,SH098,207,240,302,215,213,196,268,238,194,193,291,183,2740
Long Beach,SK003,219,300,226,282,264,203,277,228,248,214,235,218,2914
Long Beach,SK015,210,209,196,215,168,275,208,292,228,194,267,266,2728
Long Beach,SK092,167,258,213,226,199,229,255,235,230,227,226,268,2733
Long Beach,SW002,46,23,40,199,203,64,29,23,23,40,62,56,808
Long Beach,SW007,33,44,56,197,231,55,42,71,18,37,53,26,863
Long Beach,SW029,45,33,33,184,202,56,24,56,20,46,52,51,802
Long Beach,SW036,41,36,70,239,237,73,31,28,35,34,35,60,919
Long Beach,SW061,38,37,55,274,296,44,51,31,27,31,47,46,977
Long Beach,T-006,182,165,232,280,201,200,203,242,256,113,204,206,2484
Long Beach,T-009,229,277,209,260,240,201,267,204,173,73,204,183,2520
Long Beach,T-022,220,217,238,175,247,189,234,202,195,188,271,160,2536
Long Beach,T-025,254,237,272,229,229,210,192,251,217,197,245,169,2702
Long Beach,T-054,142,199,284,204,247,199,231,227,198,179,221,172,2503
Los Angeles,AC014,323,298,400,1398,923,1335,1457,1162,849,742,366,284,9537
Los Angeles,AC016,724,649,887,711,947,791,926,698,578,895,825,627,9258
Los Angeles,AC043,755,838,811,697,1002,777,920,985,741,737,608,786,9657
Los Angeles,AC056,152,172,103,257,265,17,145,136,77,88,155,144,1711
Los Angeles,DR017,615,305,564,723,844,694,729,909,797,388,498,430,7496
Los Angeles,DR021,402,234,412,634,945,1173,1520,1506,766,372,341,433,8738
Los Angeles,DR063,365,267,573,941,729,1281,1033,1164,691,323,562,542,8471
Los Angeles,DR086,389,510,544,954,559,1425,1101,1445,890,592,260,443,9112
Los Angeles,HA023,160,135,207,696,222,275,81,151,25,94,159,171,2376
Los Angeles,HA024,899,606,842,911,744,761,777,770,625,627,955,671,9188
Los Angeles,HA030,790,821,761,683,780,772,679,781,658,941,932,713,9311
Los Angeles,HA035,835,701,762,624,942,599,699,696,786,616,944,865,9069
Los Angeles,JA005,138,176,73,308,281,281,382,677,109,37,153,210,2825
Los Angeles,JA018,182,202,72,290,284,432,421,891,66,162,125,104,3231
Los Angeles,JA032,139,171,125,253,343,319,259,674,75,192,167,175,2892
Los Angeles,JA037,136,142,147,383,398,404,394,608,112,164,128,181,3197
Los Angeles,JA084,123,109,100,302,270,384,350,847,117,142,110,165,3019
Los Angeles,JE011,693,876,637,624,747,682,654,719,762,766,776,771,8707
Los Angeles,JE012,747,692,798,658,605,871,755,762,872,789,881,853,9283
Los Angeles,JE041,895,820,588,648,855,911,681,699,669,851,831,776,9224
Los Angeles,JE067,819,710,707,823,764,880,848,852,670,894,700,766,9433
Los Angeles,JE087,660,830,622,711,829,937,935,673,685,886,792,812,9372
Los Angeles,SH001,822,877,893,689,607,854,686,767,681,648,765,931,9220
Los Angeles,SH004,351,251,285,943,1281,1039,1120,1077,674,362,361,345,8089
Los Angeles,SH010,709,647,617,760,912,913,717,873,908,789,854,687,9386
Los Angeles,SH027,273,396,429,801,1134,1497,1269,1022,865,349,349,368,8752
Los Angeles,SH031,135,86,142,601,890,1436,1550,1320,878,83,120,99,7340
Los Angeles,SH033,158,161,64,204,158,119,274,80,20,100,160,183,1681
Los Angeles,SH055,258,383,364,806,928,1142,1229,1277,862,367,368,366,8350
Los Angeles,SH074,247,302,290,806,883,1265,1184,1014,701,362,368,358,7780
Los Angeles,SH075,265,344,241,989,1370,941,1274,1054,688,369,356,360,8251
Los Angeles,SH098,775,929,946,868,708,787,985,852,750,672,884,621,9777
Los Angeles,SK003,749,897,764,1001,929,644,910,774,867,675,915,760,9885
Los Angeles,SK015,793,750,781,677,629,926,766,932,855,658,872,810,9449
Los Angeles,SK092,611,810,693,898,816,879,953,910,822,767,769,912,9840
Los Angeles,SW002,137,111,135,743,804,218,104,82,67,152,169,121,2843
Los Angeles,SW007,113,161,132,754,864,201,164,249,105,147,139,146,3175
Los Angeles,SW029,152,139,125,664,756,214,88,175,96,142,141,155,2847
Los Angeles,SW036,169,147,209,857,708,236,103,100,103,153,125,204,3114
Los Angeles,SW061,126,117,151,871,967,151,169,104,83,154,129,137,3159
Los Angeles,T-006,698,681,859,890,763,794,914,990,860,399,702,719,9269
Los Angeles,T-009,743,956,738,866,810,625,959,737,634,295,677,687,8727
Los Angeles,T-022,746,661,831,624,876,722,780,766,682,637,915,602,8842
Los Angeles,T-025,990,748,959,807,770,636,600,799,786,731,939,614,9379
Los Angeles,T-054,613,802,881,763,784,727,907,761,585,705,808,658,8994
Louisville,AC014,55,53,71,261,176,286,221,217,162,120,79,63,1764
Louisville,AC016,111,117,185,139,176,125,163,135,109,169,168,131,1728
Louisville,AC043,156,152,162,128,174,154,161,182,150,125,111,158,1813
Louisville,AC056,214,229,176,52,48,3,34,26,123,128,272,231,1536
Louisville,DR017,111,50,117,116,141,122,131,142,169,73,101,82,1355
Louisville,DR021,66,40,84,131,177,226,283,295,160,69,56,77,1664
Louisville,DR063,57,56,118,192,121,249,197,248,136,55,94,112,1635
Louisville,DR086,83,108,105,160,110,269,196,262,169,115,46,90,1713
Louisville,HA023,213,222,251,142,46,53,18,31,44,146,251,254,1671
Louisville,HA024,162,128,164,187,132,124,135,134,102,116,202,114,1700
Louisville,HA030,140,154,150,127,153,150,126,161,144,162,200,131,1798
Louisville,HA035,141,143,146,136,177,107,141,147,152,106,195,168,1759
Louisville,JA005,209,247,123,58,56,49,67,150,171,75,215,324,1744
Louisville,JA018,267,270,100,57,51,82,79,177,119,236,199,175,1812
Louisville,JA032,218,270,170,47,69,61,55,136,126,290,319,225,1986
Louisville,JA037,205,197,190,79,81,62,69,124,189,313,210,242,1961
Louisville,JA084,195,213,143,47,58,74,59,176,153,260,202,237,1817
Louisville,JE011,113,174,101,104,153,128,130,144,146,132,138,129,1592
Louisville,JE012,150,121,134,115,113,137,149,135,193,164,168,138,1717
Louisville,JE041,176,148,119,120,167,179,142,121,116,145,143,143,1719
Louisville,JE067,151,134,116,160,117,175,151,174,109,161,103,131,1682
Louisville,JE087,109,131,115,146,176,177,177,126,117,168,142,155,1739
Louisville,SH001,157,180,186,144,123,164,120,161,115,104,152,172,1778
Louisville,SH004,66,51,57,145,233,193,181,193,130,63,75,56,1443
Louisville,SH010,124,119,100,151,190,179,130,167,167,170,143,127,1767
Louisville,SH027,57,75,81,168,224,270,232,173,168,62,73,71,1654
Louisville,SH031,27,17,23,112,183,295,256,242,194,16,22,20,1407
Louisville,SH033,194,285,112,37,30,19,48,17,30,161,207,289,1429
Louisville,SH055,57,69,78,164,172,184,213,239,168,60,69,65,1538
Louisville,SH074,48,44,57,147,195,243,193,189,135,70,67,62,1450
Louisville,SH075,59,55,49,187,262,168,251,201,130,74,74,60,1570
Louisville,SH098,155,177,187,146,129,145,190,161,135,141,170,112,1848
Louisville,SK003,151,187,156,173,182,134,162,155,131,148,144,125,1848
Louisville,SK015,138,134,160,130,122,158,141,158,143,140,174,177,1775
Louisville,SK092,109,166,119,163,128,150,160,174,172,141,152,177,1811
Louisville,SW002,215,154,227,153,131,44,22,15,104,217,268,248,1798
Louisville,SW007,148,248,254,131,175,40,27,44,115,238,203,181,1804
Louisville,SW029,240,208,190,120,138,36,17,30,128,213,199,248,1767
Louisville,SW036,291,218,298,157,118,49,16,19,181,216,180,230,1973
Louisville,SW061,157,257,273,141,189,28,32,19,141,188,180,204,1809
Louisville,T-006,110,126,141,183,139,132,177,173,190,79,131,128,1709
Louisville,T-009,132,194,144,160,150,103,166,129,111,46,123,135,1593
Louisville,T-022,136,129,150,115,180,169,133,130,118,143,161,98,1662
Louisville,T-025,169,118,179,159,149,125,124,161,160,130,199,133,1806
Louisville,T-054,101,145,190,129,168,143,176,136,115,144,140,116,1703
Memphis,AC014,79,70,98,299,208,285,336,300,198,173,82,71,2199
Memphis,AC016,159,142,186,161,216,183,185,166,144,216,163,138,2059
Memphis,AC043,158,203,177,173,210,200,218,223,167,138,138,183,2188
Memphis,AC056,34,51,21,54,55,4,34,32,11,22,55,35,408
Memphis,DR017,142,59,131,187,154,155,176,175,164,87,113,98,1641
Memphis,DR021,98,60,100,130,194,266,337,265,168,83,79,83,1863
Memphis,DR063,90,54,139,183,153,263,212,276,150,76,144,112,1852
Memphis,DR086,75,111,124,201,152,337,275,288,223,129,48,80,2043
Memphis,HA023,38,20,27,171,51,53,19,34,9,26,33,46,527
Memphis,HA024,203,157,208,198,170,177,176,181,138,161,218,176,2163
Memphis,HA030,184,209,165,137,173,202,150,187,151,200,220,130,2108
Memphis,HA035,205,174,172,147,240,117,179,159,176,162,227,169,2127
Memphis,JA005,37,35,24,71,53,63,67,154,13,9,33,32,591
Memphis,JA018,25,47,17,61,58,95,72,220,14,44,27,22,702
Memphis,JA032,34,37,28,61,77,80,53,166,20,35,32,33,656
Memphis,JA037,22,26,18,84,91,85,88,141,39,37,26,39,696
Memphis,JA084,33,23,19,64,65,79,73,152,13,35,29,40,625
